month,product,sales_amount
2024-01,Product_C,9116.86
2024-06,Product_B,3363.61
2024-01,Product_C,6438.25
2024-04,Product_E,4671.21
2024-06,Product_B,1265.38
2024-03,Product_C,9714.62
2024-08,Product_B,1040.3
2024-07,Product_C,8168.49
2024-02,Product_D,1562.01
2024-02,Product_B,2426.64
2024-07,Product_A,8084.05
2024-07,Product_B,5139.3
2024-06,Product_C,1601.92
2024-08,Product_E,7644.32
2024-01,Product_A,2041.47
2024-03,Product_A,1887.04
2024-02,Product_A,3108.89
2024-01,Product_B,3920.31
2024-07,Product_D,2721.45
2024-06,Product_E,5007.65
2024-05,Product_C,9837.77
2024-03,Product_E,3824.6
2024-02,Product_E,2715.28
2024-02,Product_E,8278.87
2024-06,Product_D,7271.83
2024-04,Product_B,4200.82
2024-08,Product_A,7812.98
2024-04,Product_C,3097.66
2024-08,Product_E,7323.78
2024-05,Product_A,7019.33
2024-08,Product_A,1137.11
2024-06,Product_E,2793.97
2024-01,Product_A,9020.05
2024-02,Product_D,8817.71
2024-04,Product_C,4065.37
2024-05,Product_B,3214.97
2024-01,Product_B,9563.3
2024-08,Product_A,2202.0
2024-05,Product_D,4744.76
2024-03,Product_A,7312.26
2024-05,Product_C,3075.11
2024-01,Product_A,8572.48
2024-06,Product_D,3754.15
2024-03,Product_E,8727.58
2024-04,Product_D,7447.44
2024-08,Product_A,8552.43
2024-04,Product_E,4696.99
2024-08,Product_E,4369.12
2024-04,Product_C,7425.6
2024-08,Product_A,4500.16
2024-01,Product_B,7899.89
2024-07,Product_C,7951.99
2024-06,Product_E,8220.0
2024-06,Product_C,8262.23
2024-02,Product_E,5984.83
2024-04,Product_D,1264.77
2024-06,Product_E,9891.0
2024-02,Product_A,2147.69
2024-07,Product_E,6494.1
2024-03,Product_B,4101.66
2024-05,Product_C,3196.54
2024-05,Product_D,1302.81
2024-04,Product_A,7386.08
2024-03,Product_B,1716.9
2024-06,Product_A,4228.76
2024-02,Product_C,7088.85
2024-01,Product_A,6540.2
2024-07,Product_B,3709.94
2024-01,Product_A,3063.39
2024-02,Product_E,8896.86
2024-04,Product_A,6617.82
2024-04,Product_E,6914.69
2024-06,Product_A,2348.68
2024-02,Product_B,2872.37
2024-04,Product_A,4539.35
2024-07,Product_E,5713.73
2024-04,Product_B,5683.9
2024-07,Product_D,5335.91
2024-04,Product_B,3391.74
2024-06,Product_B,6087.47
2024-01,Product_D,9130.58
2024-07,Product_D,7313.58
2024-04,Product_B,1376.94
2024-04,Product_C,7793.11
2024-04,Product_C,8879.76
2024-05,Product_C,6949.33
2024-02,Product_B,8950.9
2024-03,Product_A,1391.44
2024-07,Product_A,5756.24
2024-05,Product_A,5823.27
2024-01,Product_A,9769.07
2024-07,Product_E,3196.82
2024-06,Product_A,4745.34
2024-06,Product_A,7652.9
2024-06,Product_D,8024.12
2024-06,Product_E,2701.56
2024-07,Product_E,3481.49
2024-06,Product_E,8296.15
2024-07,Product_C,7978.03
2024-08,Product_E,3859.28
2024-02,Product_A,1434.43
2024-06,Product_C,1776.68
2024-02,Product_E,5157.3
2024-07,Product_A,5413.24
2024-01,Product_B,4303.54
2024-05,Product_C,4454.28
2024-02,Product_A,3251.9
2024-07,Product_E,4820.97
2024-08,Product_E,4371.12
2024-02,Product_C,7922.29
2024-02,Product_B,9438.68
2024-02,Product_A,3493.2
2024-05,Product_B,9061.37
2024-06,Product_C,2274.42
2024-03,Product_E,6463.88
2024-03,Product_A,2365.92
2024-02,Product_D,9396.31
2024-04,Product_E,6162.61
2024-08,Product_D,5058.16
2024-08,Product_D,1337.61
2024-01,Product_C,8880.73
2024-07,Product_C,7859.71
2024-07,Product_E,7214.07
2024-01,Product_C,7346.42
2024-08,Product_C,1055.92
2024-06,Product_B,3881.4
2024-06,Product_E,8396.4
2024-05,Product_C,1328.91
2024-06,Product_B,4398.99
2024-01,Product_A,2922.19
2024-01,Product_C,8864.79
2024-06,Product_D,3667.52
2024-08,Product_C,8203.49
2024-06,Product_D,7832.38
2024-08,Product_C,4027.83
2024-05,Product_E,8165.87
2024-04,Product_A,6013.93
2024-07,Product_C,5689.99
2024-08,Product_A,6710.86
2024-01,Product_B,2586.76
2024-08,Product_C,6284.0
2024-04,Product_A,6340.7
2024-08,Product_A,2896.24
2024-05,Product_C,7302.82
2024-08,Product_E,7627.02
2024-05,Product_C,9614.23
2024-02,Product_A,3782.65
2024-05,Product_B,3937.23
2024-07,Product_C,7240.63
2024-08,Product_D,5848.25
2024-02,Product_D,5660.32
2024-05,Product_E,5547.06
2024-02,Product_A,7669.86
2024-06,Product_C,8805.41
2024-03,Product_E,6671.21
2024-07,Product_E,8871.04
2024-05,Product_C,5594.11
2024-09,Product_D,7588.95
2024-03,Product_C,8549.09
2024-08,Product_B,9677.0
2024-03,Product_B,8630.9
2024-06,Product_E,9857.98
2024-06,Product_B,8183.7
2024-05,Product_B,9095.76
2024-03,Product_E,7694.06
2024-01,Product_C,7139.55
2024-02,Product_A,1801.1
2024-08,Product_D,3044.37
2024-01,Product_A,4126.78
2024-08,Product_D,6987.27
2024-06,Product_B,7309.12
2024-06,Product_C,9538.5
2024-05,Product_A,2542.97
2024-05,Product_E,8302.5
2024-07,Product_D,6610.72
2024-04,Product_C,2140.71
2024-07,Product_B,6066.44
2024-02,Product_B,7692.48
2024-01,Product_C,4267.62
2024-02,Product_A,2395.77
2024-02,Product_B,6028.32
2024-06,Product_C,4745.03
2024-01,Product_B,9466.15
2024-03,Product_B,6861.08
2024-05,Product_D,6840.05
2024-06,Product_E,9329.88
2024-05,Product_C,1504.65
2024-03,Product_C,4754.18
2024-06,Product_A,1422.45
2024-02,Product_A,1001.9
2024-03,Product_C,5057.89
2024-03,Product_D,5658.93
2024-04,Product_A,6629.81
2024-04,Product_C,2623.86
2024-02,Product_A,5418.13
2024-06,Product_C,7825.11
2024-01,Product_C,2556.63
2024-03,Product_C,2322.88
2024-01,Product_E,9166.45
2024-04,Product_E,3865.04
2024-03,Product_D,9089.01
2024-06,Product_A,1399.76
2024-07,Product_E,8543.58
2024-04,Product_A,2259.91
2024-02,Product_B,5707.56
2024-04,Product_C,8815.58
2024-08,Product_C,5206.71
2024-03,Product_D,9466.88
2024-05,Product_B,9026.14
2024-03,Product_C,2013.83
2024-04,Product_A,5436.84
2024-05,Product_D,7486.9
2024-07,Product_E,8663.78
2024-06,Product_D,4195.73
2024-07,Product_D,4730.94
2024-04,Product_B,9294.35
2024-02,Product_C,9722.32
2024-03,Product_B,6369.91
2024-07,Product_A,4932.67
2024-05,Product_A,1399.04
2024-03,Product_B,1520.03
2024-08,Product_E,3889.15
2024-01,Product_A,9079.75
2024-03,Product_C,1008.66
2024-07,Product_E,7845.42
2024-02,Product_C,5941.96
2024-01,Product_C,2520.32
2024-04,Product_C,9842.47
2024-08,Product_E,7912.31
2024-06,Product_A,1347.73
2024-01,Product_A,7144.34
2024-05,Product_B,1245.55
2024-04,Product_D,3813.41
2024-08,Product_A,3737.72
2024-06,Product_D,9362.59
2024-08,Product_C,9823.61
2024-03,Product_A,1670.54
2024-02,Product_A,7134.12
2024-07,Product_C,3723.71
2024-05,Product_D,4561.76
2024-04,Product_C,9092.3
2024-02,Product_B,4962.71
2024-02,Product_B,2390.34
2024-02,Product_A,4822.61
2024-06,Product_A,7008.58
2024-08,Product_B,5140.69
2024-02,Product_B,7294.35
2024-01,Product_B,5968.74
2024-03,Product_A,1277.17
2024-04,Product_E,2086.2
2024-03,Product_C,8417.03
2024-01,Product_D,9698.34
2024-06,Product_A,8878.49
2024-04,Product_B,5039.07
2024-07,Product_C,8900.78
2024-01,Product_B,9740.44
2024-05,Product_A,4866.7
2024-07,Product_E,9187.67
2024-07,Product_D,2031.41
2024-07,Product_C,5550.46
2024-03,Product_A,5997.02
2024-05,Product_D,4915.86
2024-06,Product_D,8716.02
2024-04,Product_E,9344.12
2024-03,Product_C,4872.78
2024-07,Product_B,6973.55
2024-08,Product_C,6538.23
2024-09,Product_B,5134.94
2024-03,Product_D,2479.45
2024-07,Product_B,9519.96
2024-02,Product_B,6567.22
2024-03,Product_C,3422.27
2024-06,Product_B,3730.4
2024-04,Product_A,9389.11
2024-01,Product_D,3056.68
2024-07,Product_E,1991.63
2024-06,Product_B,9123.56
2024-06,Product_D,6060.61
2024-08,Product_C,8936.41
2024-02,Product_D,7984.94
2024-03,Product_D,3686.91
2024-05,Product_C,2862.89
2024-03,Product_E,9361.56
2024-03,Product_D,4477.44
2024-06,Product_D,2910.25
2024-01,Product_D,3243.94
2024-05,Product_D,8217.85
2024-08,Product_A,9964.48
2024-03,Product_B,3328.39
2024-06,Product_A,7802.3
2024-06,Product_E,3121.45
2024-08,Product_B,4921.23
2024-08,Product_A,2235.03
2024-03,Product_A,6587.13
2024-07,Product_C,4636.24
2024-05,Product_E,5547.1
2024-08,Product_A,8983.68
2024-02,Product_A,7082.2
2024-04,Product_E,2939.48
2024-08,Product_C,7650.51
2024-02,Product_C,7521.11
2024-05,Product_A,7361.36
2024-04,Product_E,5614.89
2024-03,Product_B,5444.9
2024-05,Product_E,1028.51
2024-01,Product_A,9415.82
2024-07,Product_C,2224.19
2024-04,Product_D,6667.64
2024-07,Product_A,3088.43
2024-07,Product_D,6478.42
2024-05,Product_E,3760.69
2024-01,Product_E,3330.31
2024-07,Product_B,3108.37
2024-01,Product_A,6424.11
2024-01,Product_C,4387.38
2024-03,Product_D,6941.34
2024-04,Product_D,7577.82
2024-06,Product_B,6604.18
2024-03,Product_C,5680.67
2024-04,Product_B,4366.99
2024-02,Product_C,9959.67
2024-04,Product_D,7479.82
2024-04,Product_C,4147.19
2024-01,Product_E,9082.98
2024-03,Product_C,4867.44
2024-07,Product_A,9311.32
2024-09,Product_C,8559.12
2024-08,Product_C,8870.64
2024-01,Product_C,8919.71
2024-06,Product_D,4970.6
2024-08,Product_B,2367.62
2024-05,Product_C,7756.37
2024-03,Product_B,3647.44
2024-01,Product_B,2840.0
2024-07,Product_B,4062.15
2024-04,Product_E,7619.95
2024-04,Product_A,3124.03
2024-04,Product_C,1674.46
2024-02,Product_C,1179.3
2024-01,Product_C,5012.27
2024-03,Product_B,6164.19
2024-06,Product_B,1608.41
2024-04,Product_C,5941.22
2024-08,Product_C,7123.14
2024-05,Product_B,4126.56
2024-03,Product_A,4984.51
2024-05,Product_B,7438.46
2024-07,Product_C,7618.54
2024-07,Product_C,6209.12
2024-02,Product_C,8175.19
2024-05,Product_C,1434.11
2024-03,Product_B,4626.23
2024-06,Product_B,8813.52
2024-07,Product_A,9722.85
2024-01,Product_C,6947.94
2024-07,Product_C,4035.79
2024-05,Product_A,6130.49
2024-02,Product_C,2128.17
2024-03,Product_D,9746.94
2024-04,Product_E,7735.63
2024-08,Product_A,8210.18
2024-07,Product_A,1795.93
2024-07,Product_B,9789.26
2024-09,Product_E,4537.34
2024-01,Product_C,9227.69
2024-08,Product_E,3006.01
2024-08,Product_C,6939.31
2024-07,Product_D,6704.47
2024-03,Product_B,4624.51
2024-05,Product_D,4883.55
2024-02,Product_A,3726.58
2024-01,Product_B,5431.04
2024-03,Product_E,6859.49
2024-07,Product_C,2235.27
2024-01,Product_A,3653.63
2024-07,Product_E,5884.48
2024-07,Product_A,9258.16
2024-04,Product_A,9915.16
2024-05,Product_A,4780.9
2024-04,Product_C,3554.82
2024-02,Product_D,6977.39
2024-04,Product_C,9668.81
2024-07,Product_E,3904.34
2024-01,Product_B,4680.53
2024-02,Product_B,1824.71
2024-01,Product_D,2059.14
2024-03,Product_B,2170.34
2024-05,Product_A,5512.19
2024-04,Product_B,2177.05
2024-07,Product_E,1597.7
2024-06,Product_B,8737.77
2024-06,Product_C,4570.81
2024-03,Product_D,8388.22
2024-07,Product_A,8895.14
2024-03,Product_C,8403.45
2024-01,Product_A,8322.92
2024-01,Product_A,3579.29
2024-04,Product_C,7406.06
2024-08,Product_B,1365.11
2024-01,Product_A,2531.64
2024-01,Product_E,6605.39
2024-05,Product_C,8970.51
2024-04,Product_A,2293.73
2024-03,Product_D,2314.01
2024-04,Product_E,5041.89
2024-04,Product_B,7742.33
2024-07,Product_E,3305.08
2024-04,Product_B,4475.6
2024-06,Product_E,4921.72
2024-02,Product_A,6639.59
2024-04,Product_E,4947.47
2024-06,Product_B,1789.06
2024-03,Product_A,1558.34
2024-05,Product_A,1355.83
2024-03,Product_B,5405.59
2024-08,Product_C,5024.97
2024-07,Product_E,5620.2
2024-03,Product_D,5230.18
2024-04,Product_B,7874.18
2024-08,Product_E,4809.32
2024-07,Product_C,4090.48
2024-04,Product_D,7751.88
2024-04,Product_E,9872.75
2024-06,Product_B,8369.01
2024-04,Product_D,3008.68
2024-08,Product_A,8803.22
2024-08,Product_E,2454.74
2024-08,Product_B,3956.51
2024-01,Product_C,9615.88
2024-05,Product_C,7221.29
2024-06,Product_E,3785.32
2024-04,Product_E,1285.91
2024-06,Product_C,5848.48
2024-06,Product_A,4754.88
2024-03,Product_B,6868.1
2024-05,Product_B,8631.53
2024-05,Product_D,9555.53
2024-01,Product_E,5015.33
2024-05,Product_C,3978.7
2024-02,Product_C,5917.53
2024-03,Product_A,6974.99
2024-04,Product_B,5434.95
2024-06,Product_A,1229.25
2024-03,Product_E,2604.99
2024-08,Product_E,2865.11
2024-02,Product_D,5283.56
2024-08,Product_C,8886.08
2024-07,Product_E,6693.69
2024-05,Product_C,7098.87
2024-06,Product_E,1055.09
2024-05,Product_B,1139.61
2024-06,Product_D,8308.98
2024-05,Product_C,9344.16
2024-02,Product_B,3423.64
2024-03,Product_B,9708.84
2024-07,Product_B,1706.83
2024-04,Product_B,9367.53
2024-01,Product_B,8799.5
2024-02,Product_D,7846.67
2024-01,Product_E,2361.83
2024-05,Product_B,2763.92
2024-08,Product_B,7525.32
2024-07,Product_C,3227.94
2024-07,Product_D,5769.74
2024-07,Product_D,2003.74
2024-02,Product_E,7681.67
2024-06,Product_D,1598.95
2024-07,Product_A,9091.68
2024-01,Product_D,8057.72
2024-07,Product_D,3676.54
2024-02,Product_B,8224.49
2024-03,Product_A,4423.71
2024-03,Product_D,3050.75
2024-06,Product_B,9814.69
2024-04,Product_D,3017.74
2024-02,Product_A,4845.92
2024-04,Product_C,4798.6
2024-05,Product_C,4714.96
2024-02,Product_A,2006.68
2024-04,Product_B,5587.83
2024-06,Product_A,4516.03
2024-04,Product_B,7979.97
2024-06,Product_C,8373.11
2024-01,Product_D,4393.0
2024-02,Product_B,7292.21
2024-04,Product_A,8246.57
2024-05,Product_B,7105.49
2024-08,Product_B,7550.46
2024-01,Product_E,8726.04
2024-04,Product_D,5886.47
2024-01,Product_B,7472.22
2024-07,Product_B,9397.32
2024-06,Product_C,3999.81
2024-04,Product_E,5991.47
2024-03,Product_D,1715.66
2024-08,Product_D,6772.9
2024-05,Product_D,4670.49
2024-07,Product_E,6253.69
2024-07,Product_D,7517.99
2024-05,Product_E,1771.02
2024-05,Product_E,7326.57
2024-07,Product_D,6864.43
2024-02,Product_A,4202.48
2024-03,Product_D,8347.15
2024-07,Product_D,9217.54
2024-08,Product_C,4181.48
2024-02,Product_C,9713.47
2024-08,Product_C,7691.68
2024-02,Product_E,1627.1
2024-07,Product_D,5702.62
2024-04,Product_E,6820.21
2024-01,Product_B,5053.42
2024-08,Product_C,8386.76
2024-01,Product_B,2022.93
2024-06,Product_B,4396.74
2024-07,Product_B,6472.05
2024-05,Product_C,1364.76
2024-06,Product_E,7845.32
2024-01,Product_C,3579.51
2024-01,Product_A,8127.33
2024-06,Product_C,1177.17
2024-01,Product_A,2654.36
2024-03,Product_A,3389.82
2024-02,Product_E,6326.99
2024-06,Product_B,2331.38
2024-08,Product_C,6959.61
2024-09,Product_D,7725.93
2024-02,Product_E,1602.43
2024-07,Product_B,7894.03
2024-07,Product_B,5263.87
2024-06,Product_C,8530.94
2024-05,Product_C,1890.34
2024-03,Product_B,7061.8
2024-02,Product_C,6308.21
2024-03,Product_A,3236.2
2024-04,Product_D,2562.04
2024-02,Product_E,3001.75
2024-08,Product_D,4567.86
2024-01,Product_C,4815.33
2024-05,Product_A,6405.17
2024-06,Product_C,2543.98
2024-03,Product_B,2874.2
2024-03,Product_B,1477.04
2024-08,Product_D,9221.74
2024-02,Product_D,9213.47
2024-05,Product_C,5341.09
2024-01,Product_D,1643.75
2024-08,Product_C,9127.99
2024-05,Product_D,3957.97
2024-05,Product_A,3526.95
2024-05,Product_A,3426.01
2024-01,Product_C,5052.35
2024-08,Product_A,2178.84
2024-07,Product_B,4624.68
2024-04,Product_D,8360.08
2024-02,Product_E,2543.38
2024-02,Product_B,5604.0
2024-07,Product_E,4310.66
2024-05,Product_A,8972.25
2024-02,Product_B,3511.82
2024-02,Product_C,8130.02
2024-07,Product_C,8809.42
2024-01,Product_B,4683.22
2024-06,Product_B,3032.26
2024-07,Product_C,3740.62
2024-07,Product_C,4344.66
2024-02,Product_E,4644.37
2024-05,Product_E,1375.1
2024-02,Product_C,9942.5
2024-03,Product_D,4726.27
2024-06,Product_E,3321.75
2024-03,Product_E,5436.02
2024-06,Product_A,3202.47
2024-07,Product_E,1226.43
2024-02,Product_E,9561.87
2024-06,Product_B,7210.53
2024-02,Product_B,4690.66
2024-07,Product_C,4485.81
2024-06,Product_E,4258.33
2024-02,Product_B,2786.04
2024-07,Product_B,3560.79
2024-08,Product_C,3354.63
2024-06,Product_B,6746.02
2024-01,Product_E,3701.22
2024-08,Product_B,2211.29
2024-01,Product_A,3745.02
2024-01,Product_E,8126.78
2024-02,Product_E,4818.29
2024-03,Product_A,8878.68
2024-08,Product_D,9762.46
2024-07,Product_D,5134.63
2024-07,Product_C,3358.41
2024-05,Product_C,8398.81
2024-03,Product_B,6017.15
2024-08,Product_A,5480.02
2024-05,Product_E,7650.68
2024-03,Product_A,6590.0
2024-08,Product_E,5089.93
2024-01,Product_A,6778.75
2024-01,Product_B,1068.37
2024-08,Product_C,7776.88
2024-08,Product_B,4426.47
2024-04,Product_D,6760.53
2024-02,Product_D,3489.55
2024-02,Product_C,6593.69
2024-01,Product_B,5846.08
2024-01,Product_E,5826.97
2024-05,Product_E,4915.15
2024-01,Product_E,9094.41
2024-04,Product_C,6442.25
2024-02,Product_A,5596.62
2024-01,Product_A,6754.24
2024-02,Product_C,4824.22
2024-04,Product_E,9820.77
2024-01,Product_D,4234.76
2024-09,Product_E,2976.08
2024-02,Product_C,5902.72
2024-06,Product_E,3650.78
2024-01,Product_D,5484.15
2024-04,Product_D,8772.14
2024-03,Product_B,5095.29
2024-08,Product_C,6874.28
2024-04,Product_B,3770.92
2024-05,Product_A,7337.43
2024-02,Product_C,2448.01
2024-03,Product_B,7931.48
2024-03,Product_D,1046.67
2024-02,Product_C,2231.77
2024-01,Product_B,7389.98
2024-06,Product_B,7436.52
2024-05,Product_E,3126.41
2024-04,Product_C,3384.26
2024-05,Product_C,2153.95
2024-05,Product_E,7761.47
2024-08,Product_A,5584.37
2024-01,Product_E,2399.06
2024-07,Product_D,4002.97
2024-01,Product_B,4916.15
2024-06,Product_C,2282.42
2024-04,Product_B,5172.29
2024-07,Product_A,1636.16
2024-05,Product_D,9167.94
2024-02,Product_D,3491.3
2024-08,Product_A,8496.46
2024-01,Product_A,7139.12
2024-06,Product_A,6658.47
2024-07,Product_B,1444.67
2024-01,Product_D,5357.84
2024-01,Product_E,6111.82
2024-03,Product_D,4816.94
2024-04,Product_A,4331.73
2024-05,Product_B,5694.09
2024-02,Product_E,3791.44
2024-05,Product_C,3754.17
2024-04,Product_B,4375.59
2024-04,Product_B,2733.59
2024-05,Product_A,6934.03
2024-03,Product_D,9250.71
2024-08,Product_E,6854.44
2024-04,Product_E,8961.9
2024-09,Product_E,6859.5
2024-07,Product_B,6825.81
2024-07,Product_E,9440.82
2024-04,Product_A,7984.75
2024-05,Product_E,8679.15
2024-01,Product_B,9182.32
2024-05,Product_D,2518.69
2024-04,Product_C,9005.75
2024-07,Product_D,3306.82
2024-06,Product_B,5207.58
2024-08,Product_D,9587.09
2024-02,Product_A,1170.65
2024-01,Product_D,2960.49
2024-03,Product_E,9945.08
2024-03,Product_B,3307.75
2024-01,Product_B,6437.73
2024-08,Product_A,8582.38
2024-08,Product_D,3875.25
2024-02,Product_D,4253.86
2024-02,Product_E,3934.43
2024-06,Product_B,2452.27
2024-05,Product_B,9995.84
2024-07,Product_D,3193.41
2024-01,Product_C,1954.1
2024-03,Product_D,8118.2
2024-07,Product_E,2370.85
2024-03,Product_A,4012.44
2024-07,Product_C,4926.9
2024-05,Product_E,1410.93
2024-06,Product_A,9857.28
2024-02,Product_A,7538.73
2024-09,Product_C,8951.39
2024-05,Product_A,5778.61
2024-02,Product_D,1164.17
2024-05,Product_C,4347.43
2024-06,Product_C,8165.23
2024-06,Product_C,3951.68
2024-08,Product_D,8574.25
2024-06,Product_D,6486.2
2024-01,Product_E,8839.67
2024-06,Product_E,2093.0
2024-04,Product_B,8935.04
2024-02,Product_D,7079.28
2024-02,Product_B,1919.05
2024-07,Product_E,2724.62
2024-01,Product_A,2899.11
2024-05,Product_D,9586.85
2024-01,Product_D,2754.52
2024-05,Product_E,7397.59
2024-05,Product_D,3377.49
2024-08,Product_D,7701.55
2024-02,Product_A,2001.03
2024-06,Product_B,9464.29
2024-04,Product_E,5652.44
2024-06,Product_B,8590.07
2024-05,Product_C,6355.85
2024-04,Product_D,9916.96
2024-04,Product_B,6935.49
2024-06,Product_C,8563.56
2024-05,Product_C,5140.09
2024-01,Product_B,1288.5
2024-04,Product_A,2770.39
2024-02,Product_D,9413.43
2024-06,Product_B,7585.94
2024-05,Product_C,7223.93
2024-06,Product_B,6081.29
2024-02,Product_C,9461.86
2024-07,Product_A,6218.38
2024-03,Product_A,6115.74
2024-05,Product_A,5993.62
2024-02,Product_D,1508.6
2024-03,Product_A,9557.88
2024-05,Product_E,9352.89
2024-08,Product_E,6727.2
2024-08,Product_E,9324.83
2024-06,Product_C,6291.69
2024-02,Product_C,6226.33
2024-05,Product_C,8902.82
2024-03,Product_C,2547.27
2024-03,Product_D,1950.26
2024-04,Product_D,1935.22
2024-07,Product_D,8375.06
2024-05,Product_A,2653.84
2024-05,Product_A,1831.85
2024-05,Product_A,8284.45
2024-08,Product_E,1543.97
2024-04,Product_D,7471.91
2024-06,Product_B,9456.59
2024-08,Product_B,3437.11
2024-03,Product_C,9146.06
2024-05,Product_A,7975.66
2024-03,Product_A,1865.77
2024-03,Product_A,6178.19
2024-07,Product_A,5514.31
2024-02,Product_E,2482.34
2024-05,Product_A,1582.91
2024-04,Product_B,6112.47
2024-08,Product_E,3121.75
2024-03,Product_A,7919.74
2024-04,Product_A,3571.83
2024-03,Product_B,6356.55
2024-07,Product_D,4995.71
2024-07,Product_E,5165.57
2024-04,Product_D,4851.15
2024-05,Product_E,3288.26
2024-03,Product_D,6088.07
2024-02,Product_C,2491.5
2024-06,Product_A,7087.08
2024-06,Product_C,8176.49
2024-07,Product_D,2485.31
2024-01,Product_D,1930.18
2024-06,Product_B,6529.62
2024-06,Product_B,1656.89
2024-07,Product_E,9742.12
2024-04,Product_D,7496.06
2024-08,Product_C,3957.24
2024-03,Product_D,2009.83
2024-08,Product_B,3668.27
2024-08,Product_D,4905.38
2024-07,Product_A,3901.42
2024-02,Product_D,6236.6
2024-03,Product_C,1779.49
2024-01,Product_A,6502.91
2024-01,Product_D,4514.97
2024-04,Product_B,9369.13
2024-04,Product_B,8031.1
2024-07,Product_C,6576.27
2024-04,Product_E,7092.9
2024-07,Product_B,7497.22
2024-02,Product_B,5898.71
2024-04,Product_C,4184.95
2024-08,Product_C,9082.8
2024-07,Product_D,3757.61
2024-06,Product_A,7159.59
2024-01,Product_E,4065.07
2024-07,Product_B,3083.89
2024-06,Product_A,5625.36
2024-01,Product_D,7136.46
2024-05,Product_D,6170.18
2024-05,Product_A,3727.59
2024-01,Product_D,4411.55
2024-03,Product_B,9041.32
2024-02,Product_B,1061.17
2024-05,Product_D,4677.2
2024-02,Product_B,5716.32
2024-07,Product_E,2060.15
2024-06,Product_B,6190.38
2024-08,Product_C,5869.9
2024-02,Product_C,3873.57
2024-08,Product_B,2548.76
2024-03,Product_E,4882.28
2024-02,Product_B,3811.27
2024-02,Product_E,8055.08
2024-03,Product_A,8245.3
2024-01,Product_A,1886.02
2024-07,Product_C,3087.04
2024-03,Product_A,6996.46
2024-02,Product_D,7691.27
2024-06,Product_B,8444.39
2024-04,Product_C,9613.91
2024-06,Product_A,9736.37
2024-02,Product_D,4771.6
2024-08,Product_E,9728.14
2024-08,Product_E,6791.26
2024-01,Product_A,1677.78
2024-04,Product_E,3375.57
2024-07,Product_D,9228.78
2024-03,Product_A,4977.69
2024-08,Product_C,5792.97
2024-05,Product_A,1995.9
2024-04,Product_A,9638.66
2024-06,Product_A,8626.28
2024-08,Product_C,6598.3
2024-05,Product_B,8934.4
2024-02,Product_A,7221.78
2024-05,Product_D,5603.65
2024-03,Product_C,5598.81
2024-04,Product_A,7064.86
2024-03,Product_C,7742.75
2024-01,Product_E,4227.85
2024-01,Product_E,8377.94
2024-08,Product_D,1370.21
2024-08,Product_C,3718.5
2024-03,Product_C,4640.56
2024-04,Product_E,2250.81
2024-02,Product_E,4286.78
2024-04,Product_D,3343.29
2024-05,Product_E,4759.71
2024-05,Product_D,3407.32
2024-03,Product_E,9549.6
2024-02,Product_D,3689.83
2024-05,Product_C,2082.71
2024-05,Product_D,9973.68
2024-01,Product_A,6737.65
2024-05,Product_D,1502.96
2024-07,Product_A,9450.64
2024-07,Product_C,5255.52
2024-05,Product_B,3137.16
2024-01,Product_A,7459.19
2024-02,Product_B,5770.17
2024-06,Product_D,3567.51
2024-03,Product_A,9739.57
2024-06,Product_C,7133.45
2024-08,Product_C,3331.92
2024-02,Product_D,6047.3
2024-02,Product_E,4194.02
2024-09,Product_E,2324.71
2024-01,Product_D,3548.13
2024-08,Product_D,7280.34
2024-04,Product_D,5806.46
2024-01,Product_D,6821.45
2024-03,Product_A,2434.5
2024-04,Product_E,4776.14
2024-04,Product_E,7710.92
2024-05,Product_C,8494.88
2024-08,Product_C,2744.2
2024-06,Product_D,7617.2
2024-03,Product_B,4644.28
2024-04,Product_E,8418.12
2024-07,Product_B,4214.27
2024-03,Product_D,4960.79
2024-06,Product_B,8546.95
2024-06,Product_A,6465.6
2024-01,Product_A,6623.79
2024-06,Product_C,4315.2
2024-08,Product_D,2505.14
2024-08,Product_B,2674.31
2024-06,Product_E,8208.67
2024-07,Product_C,4926.43
2024-05,Product_E,8180.72
2024-01,Product_C,2151.13
2024-03,Product_B,4320.86
2024-08,Product_C,9225.23
2024-04,Product_E,1852.73
2024-03,Product_B,7981.2
2024-04,Product_A,9763.73
2024-04,Product_B,2244.96
2024-07,Product_E,5805.4
2024-04,Product_C,7507.04
2024-02,Product_E,2974.48
2024-05,Product_C,3462.03
2024-07,Product_C,5205.1
2024-03,Product_A,3416.29
2024-06,Product_A,1661.43
2024-03,Product_A,2221.13
2024-03,Product_B,3828.04
2024-05,Product_D,4907.94
2024-08,Product_A,5326.49
2024-03,Product_D,7315.61
2024-03,Product_C,6457.07
2024-01,Product_A,7746.17
2024-01,Product_D,3194.72
2024-07,Product_B,6039.64
2024-03,Product_A,6996.57
2024-08,Product_B,4210.87
2024-05,Product_D,6836.89
2024-06,Product_E,9996.81
2024-07,Product_A,2283.57
2024-04,Product_E,4888.31
2024-08,Product_D,4921.44
2024-08,Product_C,4711.04
2024-05,Product_C,1733.95
2024-06,Product_B,7758.34
2024-07,Product_D,2682.66
2024-08,Product_D,6270.36
2024-03,Product_E,6318.29
2024-01,Product_E,8724.89
2024-08,Product_C,5920.52
2024-03,Product_B,3518.32
2024-08,Product_D,2121.31
2024-04,Product_D,6096.56
2024-05,Product_A,1909.23
